date,forecast,lower_bound,upper_bound
2024-05-14,4.621532957298611,3.220991899634151,5.963321619389983
2024-05-15,3.799161077042193,2.4988746259101022,5.189173866529265
2024-05-16,4.219974866314555,2.903943627278152,5.511788925050068
2024-05-17,3.932192773827182,2.7108432340460125,5.172194745369445
2024-05-18,7.656895853295549,6.253526236063919,9.036418315575352
2024-05-19,7.116076176903378,5.913078697868515,8.567482341131184
2024-05-20,3.9643124366494735,2.7554263636679743,5.262635227942585
2024-05-21,4.663047643691459,3.3350223128025602,5.920323666627565
2024-05-22,3.8332447551437028,2.4477815330455734,5.043987000213275
2024-05-23,4.257785361594884,2.8934598559978646,5.565417739990359
2024-05-24,3.967379735526023,2.7561185707279807,5.373364238799066
2024-05-25,7.725325592161083,6.470777936308049,9.058764084134587
2024-05-26,7.179591515041409,5.848304099752137,8.395886850442158
2024-05-27,3.999651292966323,2.621918648638113,5.378828223182972
2024-05-28,4.704562330084278,3.434020930179592,6.155978507880808
2024-05-29,3.8673284332441655,2.5521027358591497,5.252485564623483
2024-05-30,4.295595856873594,3.023532975282457,5.703525156071691
2024-05-31,4.002566697217533,2.7756802230154842,5.378570184393614
2024-06-01,7.793755331036696,6.475430689688478,8.99119136147627
2024-06-02,7.243106853169474,6.04298000126685,8.577914416706246
2024-06-03,4.03499014928006,2.7257551917388825,5.315653884142822
2024-06-04,4.746077016483179,3.371549953309648,6.016686629261337
2024-06-05,3.901412111343061,2.553929239212851,5.24880710662435
2024-06-06,4.333406352152288,2.997038443747615,5.618499017236662
2024-06-07,4.0377536589015985,2.794432993660479,5.292710215758745
2024-06-08,7.862185069912404,6.604436969172243,9.150109906323248
2024-06-09,7.306622191292042,5.8972610102452805,8.553573678134843
2024-06-10,4.0703290055890795,2.718948385364368,5.402143570566949
2024-06-11,4.787591702875993,3.490485410980539,6.090100185500907
2024-06-12,3.935495789444609,2.637722576688551,5.108874747015949
2024-06-13,4.371216847430965,2.979778678319248,5.517248083120459
2024-06-14,4.072940620593013,2.737614606573375,5.380956026006629
2024-06-15,7.9306148087778645,6.714899718681649,9.32196174664609
2024-06-16,7.37013752942557,5.995318098934166,8.710130374638196
2024-06-17,4.105667861898055,2.9133165094913975,5.4983315659944525
2024-06-18,4.829106389268092,3.5356093560794064,6.159758626016724
2024-06-19,3.969579467544282,2.6889996348436522,5.285369766245292
2024-06-20,4.4090273427113,3.0671969512446533,5.651788440652487
2024-06-21,4.108127582288235,2.7346516482579126,5.477724050603364
2024-06-22,7.999044547653674,6.722518008833852,9.323889535103598
2024-06-23,7.433652867558423,6.100805143721092,8.726498394009667
2024-06-24,4.141006718206986,2.787613455852735,5.451649211615921
